91;88;10;34;46
85;57;53;14;69
50;10;6;300;5
39;22;57;17;60
79;84;77;19;20
52;43;61;63;95
78;44;57;67;28
11;86;90;41;37
97;50;70;97;11
61;91;96;34;12
44;14;22;74;45
36;84;16;45;35
85;34;71;45;31
67;95;43;11;54
75;64;53;15;29
20;45;65;90;12
13;40;43;82;90
18;81;92;66;52
64;97;44;84;72
42;34;44;75;50
18;26;65;37;27
77;22;19;31;83
47;85;94;92;96
17;33;100;43;72
51;52;17;26;85
18;41;95;43;95
56;76;89;30;61
39;73;47;19;39
78;59;86;55;93
81;62;68;21;56
21;99;16;96;63
88;15;50;16;93
76;39;97;92;76
98;37;68;94;82
18;21;89;72;52
21;74;96;73;88
60;47;79;14;68
36;70;38;98;74
31;53;75;57;74
43;92;91;100;19
71;46;53;51;16
25;80;87;67;64
100;12;69;97;99
15;88;73;75;48
97;97;95;77;15
71;36;45;74;72
14;24;46;79;10
83;71;47;18;97
28;55;72;43;12
73;62;16;39;47
31;70;18;69;42
94;55;46;36;81
44;98;59;24;76
84;80;61;39;16
81;100;63;79;16
66;82;99;42;54
19;60;47;85;26
23;63;59;59;39
64;72;67;65;69
53;14;34;94;40
91;52;23;74;29
84;62;53;19;20
43;42;48;20;47
29;53;34;77;98
15;320;8;20;5
62;96;14;29;66
80;72;76;21;42
60;43;80;99;85
33;74;54;28;38
47;10;12;55;51
84;29;73;70;80
91;18;38;14;43
49;57;19;39;80
41;89;86;15;19
22;90;53;80;44
55;72;20;42;16
33;80;90;96;19
35;100;57;39;22
49;58;52;22;91
90;40;26;41;20
21;41;62;96;48
24;80;44;67;42
11;65;90;54;89
37;32;67;99;27
33;89;72;52;63
41;59;25;90;12
98;67;43;55;71
42;172;47;43;25
40;41;79;45;17
37;100;97;65;41
15;48;75;34;10
100;92;39;100;15
50;11;52;36;77
60;54;51;24;84
13;31;20;29;70
94;53;88;22;60
91;93;32;71;45
77;25;38;90;55
67;72;72;32;51
89;42;74;76;66
39;20;24;94;88
13;76;62;51;90
41;46;72;71;70
21;13;95;20;99
42;29;40;61;32
39;13;12;55;50
35;39;58;83;45
63;99;25;97;26
43;31;32;78;83
30;20;22;82;60
78;58;84;21;21
62;22;73;80;83
76;78;37;47;51
17;78;20;93;34
99;64;39;39;65
46;97;10;65;38
10;68;28;38;24
52;31;100;71;54
39;60;70;54;49
61;97;11;93;53
81;24;57;71;29
56;87;27;91;18
34;59;17;71;45
78;38;59;45;22
32;96;23;45;43
96;89;69;12;27
88;44;39;39;73
65;100;87;77;72
30;45;20;86;82
27;85;52;88;52
75;49;10;33;100
11;15;46;45;41
84;76;11;44;96
78;45;80;78;15
27;30;80;97;75
86;57;72;40;89
75;86;69;57;15
56;52;75;35;72
57;27;81;37;70
19;10;29;74;56
21;93;79;94;50
11;26;28;58;36
12;65;48;25;88
60;34;41;46;48
21;44;34;71;25
87;74;58;68;36
46;40;70;19;81
26;27;72;55;80
33;98;55;15;36
75;18;84;100;94
73;99;84;38;14
92;49;30;44;39
73;16;54;17;86
75;81;49;62;25
58;63;65;70;78
51;52;63;96;59
63;52;65;26;87
66;33;38;83;11
15;19;26;10;61
30;65;43;16;29
49;58;42;13;39
95;95;37;44;75
98;50;74;21;64
37;59;63;97;31
13;99;19;90;64
57;24;53;39;44
76;51;38;44;37
59;28;13;43;68
82;85;90;68;45
42;18;51;18;76
66;52;66;61;35
11;96;19;95;29
32;62;83;37;26
91;42;73;92;86
69;23;19;84;39
45;19;23;60;16
15;18;38;59;40
22;89;69;20;75
65;48;62;49;12
11;34;65;71;47
82;78;40;58;89
45;48;66;70;39
27;42;19;70;20
45;22;59;19;27
72;51;48;73;77
21;61;51;35;52
60;87;36;40;36
92;54;65;49;94
65;60;42;83;53
65;55;36;55;12
13;69;38;63;17
80;70;56;54;73
99;92;25;50;52
40;53;72;63;40
91;36;98;19;34
78;98;54;74;17
61;92;78;46;54
88;24;21;44;37
64;83;32;82;59
16;73;95;18;48
38;81;34;91;77
16;69;60;94;15
30;21;39;34;34
79;50;73;66;32
30;46;71;79;54
91;25;44;56;48
99;62;68;19;88
31;88;33;86;95
28;38;56;74;27
58;33;41;100;54
54;27;54;77;84
87;44;33;55;40
45;74;20;53;78
23;27;41;89;63
14;72;93;35;79
46;85;54;31;50
67;57;17;50;19
62;55;84;29;89
13;57;85;51;30
100;61;15;59;71
85;64;78;81;91
61;11;24;69;48
74;55;55;43;85
39;24;57;72;32
71;48;46;60;65
57;27;54;41;43
89;49;23;30;92
64;31;79;31;39
92;92;37;42;13
27;24;14;54;80
78;81;17;15;68
26;24;82;73;29
40;64;27;92;54
88;69;63;54;61
98;61;47;77;14
37;37;34;51;40
63;93;94;90;98
73;57;73;27;99
28;77;68;66;88
64;57;79;10;93
80;62;79;38;69
82;67;40;94;88
81;84;23;88;33
47;32;80;80;82
38;33;70;54;23
26;69;47;44;41
96;44;91;56;16
67;29;49;37;51
32;23;100;59;89
45;34;15;40;39
47;78;72;71;74
28;29;44;18;56
68;52;88;33;88
12;81;25;94;61
57;56;80;24;49
90;18;85;55;66
10;70;11;41;92
25;72;45;46;90
15;53;88;66;92
54;92;52;17;30
58;95;67;75;16
29;96;52;59;37
92;77;39;28;30
33;58;56;83;87
37;26;90;21;57
46;23;78;90;61
35;83;51;72;96
69;92;53;12;93
89;41;37;100;21
57;94;60;80;20
12;14;56;56;57
88;43;15;100;21
99;57;94;70;57
15;48;56;98;44
52;27;33;47;90
68;98;82;42;23
52;62;55;80;36
38;20;62;61;65
53;45;76;57;94
98;14;15;17;93
60;71;76;17;25
33;78;58;14;17
72;57;48;63;23
26;66;38;46;22
77;76;74;18;15
64;33;24;95;65
57;73;17;38;38
59;58;26;86;16
55;52;84;27;33
65;100;90;37;90
64;10;17;12;89
74;27;16;21;84
92;13;74;53;11
14;18;48;30;55
100;87;76;54;66
24;88;61;95;99
32;58;92;73;93
41;70;13;63;10
69;81;35;36;94
61;92;46;36;78
45;49;36;37;39
25;14;40;58;40
96;65;51;70;63
14;33;13;76;88
25;100;83;23;61
64;67;34;17;64
10;62;74;68;26
78;59;38;24;41
97;14;29;21;70
96;34;13;73;91
16;83;28;48;53
18;13;26;62;11
69;15;41;80;46
51;15;44;48;85
79;33;91;61;76
41;69;63;12;74
