77;127;111;69;18;33
30;96;125;91;149;142
115;28;5;69;92;48
124;35;17;116;92;65
5;23;81;81;5;11
114;137;130;143;5;114
25;65;118;95;143;67
149;53;9;125;129;119
101;147;137;128;149;18
91;109;139;103;115;24
46;110;118;113;45;11
62;20;35;93;90;36
72;24;113;131;123;61
142;109;23;100;88;99
82;139;134;138;29;122
52;91;81;77;29;55
25;1;85;96;21;119
54;18;1;27;114;32
141;113;27;86;79;52
12;56;114;104;93;143
75;99;134;135;42;20
84;50;105;96;56;8
24;23;45;12;9;19
110;84;110;73;92;109
8;140;10;140;49;114
52;7;122;60;46;74
71;68;50;72;78;3
76;66;128;92;84;131
38;36;44;62;89;115
149;114;70;101;78;3
103;134;92;21;49;95
48;14;19;56;118;112
137;20;118;100;131;16
86;131;95;35;50;146
78;74;53;45;106;2
90;114;148;69;117;127
90;49;47;43;48;150
135;65;75;126;28;48
24;144;64;61;142;136
68;33;10;86;52;6
145;134;18;59;145;104
21;32;68;44;116;88
82;70;55;54;86;37
94;28;83;30;20;97
117;116;59;5;101;73
84;60;32;126;132;38
64;123;69;117;35;13
83;123;41;94;44;106
100;117;10;85;133;109
58;73;125;141;56;107
81;87;29;118;81;19
81;113;9;92;18;137
95;84;98;87;95;99
38;121;81;126;70;2
120;118;37;47;135;89
105;29;83;123;120;96
8;24;119;26;43;54
133;36;124;119;119;117
18;73;105;90;72;97
1;115;28;136;42;142
92;77;28;11;23;137
137;5;18;140;13;84
50;72;141;90;26;104
147;97;130;147;32;105
96;101;44;36;113;125
27;32;36;68;64;61
91;65;4;47;125;93
65;82;74;30;68;86
35;26;19;135;30;50
114;30;92;129;53;148
35;6;109;52;51;109
85;100;139;145;54;78
101;76;115;10;56;5
79;147;5;14;121;13
97;45;20;26;121;125
115;29;12;30;81;45
10;88;82;125;49;130
24;111;67;146;149;92
103;31;98;83;73;102
125;65;94;91;16;70
111;58;8;3;136;54
67;122;83;134;150;36
110;2;59;44;51;4
147;134;21;99;32;39
70;75;118;37;83;44
135;80;109;34;28;94
53;111;54;35;92;74
36;125;119;147;66;135
35;3;103;123;69;37
18;44;55;50;83;135
17;113;8;97;16;15
140;118;36;38;90;23
79;5;121;50;56;42
62;69;52;92;84;39
60;146;33;80;144;149
146;114;72;72;67;113
144;96;139;47;13;56
52;105;117;28;11;127
121;142;122;75;149;41
76;67;51;128;43;102
11;80;96;118;68;84
98;32;50;131;108;65
91;83;20;44;128;147
80;117;36;81;21;1
37;133;121;7;17;91
21;30;143;90;108;69
40;135;80;59;99;52
16;25;21;136;126;117
129;110;101;108;37;60
106;139;86;86;72;56
71;54;104;106;92;142
48;150;132;6;39;38
147;10;8;116;12;104
3;52;21;84;75;119
118;37;149;131;12;27
146;117;115;2;99;107
140;115;98;42;132;45
115;16;33;139;68;150
8;125;63;5;11;18
118;9;64;116;18;65
58;25;12;96;11;128
16;95;4;33;134;91
75;115;54;64;50;108
19;103;55;136;59;114
19;43;66;134;21;17
74;45;149;45;11;116
23;75;54;8;44;110
110;30;83;118;43;80
16;120;82;81;82;86
33;65;51;115;133;26
103;109;130;43;130;54
145;113;2;84;87;58
109;117;128;137;9;86
126;51;50;94;24;63
147;84;124;59;148;112
79;44;90;89;28;129
50;47;62;57;20;110
53;126;32;41;84;51
42;102;76;117;24;60
141;49;101;18;79;54
134;109;22;141;122;11
65;30;128;110;142;128
61;121;1;90;98;34
53;66;87;18;125;57
3;91;80;131;119;135
50;134;1;89;91;132
26;10;108;97;69;134
11;55;104;34;58;74
145;147;147;50;110;15
130;101;6;126;75;14
26;114;10;113;147;63
126;94;56;7;7;5
103;109;117;79;146;8
76;79;80;127;78;9
90;136;81;143;34;19
131;96;132;49;61;42
107;98;114;79;107;67
93;7;142;33;124;111
24;123;1;100;149;94
88;108;67;43;82;82
18;134;13;109;141;66
71;78;85;57;109;42
47;117;65;126;1;31
102;59;77;26;80;87
36;96;40;11;60;53
146;67;96;136;74;63
62;91;1;29;66;26
95;125;59;32;7;104
34;12;116;115;104;63
82;144;135;47;8;123
21;83;88;141;96;23
63;64;148;39;38;72
121;125;64;79;108;20
122;58;52;68;5;150
80;8;135;29;103;100
136;109;55;10;86;127
64;42;48;147;139;18
48;127;55;114;43;97
49;48;129;144;41;52
31;111;69;36;81;104
27;125;72;88;2;93
78;21;62;114;74;102
132;95;146;14;37;49
45;56;131;17;144;48
54;71;85;47;121;110
131;95;122;98;29;17
47;55;84;141;48;66
93;144;7;40;119;85
1;33;66;67;85;60
87;49;76;145;14;34
49;63;79;123;130;57
88;136;57;97;132;95
125;5;86;147;58;119
2;21;140;17;23;141
85;90;100;121;48;108
92;54;82;98;137;72
6;95;66;72;150;44
132;113;139;20;108;37
9;131;32;137;35;102
90;26;79;139;26;3
101;20;93;28;116;102
72;70;15;1;28;86
148;38;91;80;126;120
6;133;48;13;88;132
124;38;93;43;69;19
143;121;132;147;131;4
113;110;113;92;78;119
111;57;28;107;19;53
142;127;116;120;70;144
129;99;61;86;106;59
142;99;20;47;144;120
128;96;98;122;149;122
23;27;141;87;84;46
132;79;71;100;126;19
134;65;63;51;101;66
73;56;60;58;95;14
75;34;91;148;94;76
78;13;128;31;44;3
103;111;43;9;25;26
136;145;79;78;2;31
20;133;83;96;50;22
145;148;8;115;128;46
135;69;20;27;60;33
140;147;76;20;54;34
133;51;30;44;60;120
52;102;119;147;79;43
65;145;85;33;41;7
9;124;68;67;41;100
116;126;15;126;53;125
142;135;21;32;111;28
64;53;61;12;108;61
8;43;104;45;127;81
149;39;28;25;63;140
61;109;67;145;8;73
18;41;33;40;46;28
74;46;34;2;110;71
138;96;79;149;3;124
97;120;136;135;83;135
146;9;140;89;70;138
19;38;42;10;93;1
83;18;117;99;45;67
77;82;82;57;72;76
60;96;87;68;103;67
94;61;14;99;122;61
3;119;31;137;88;49
56;145;26;100;145;97
104;115;7;117;60;146
6;61;62;37;114;108
135;124;11;136;79;143
61;125;123;4;7;73
37;123;125;81;47;84
38;47;149;94;19;14
148;9;142;142;58;71
133;50;110;92;136;82
88;138;147;124;8;79
16;47;118;24;7;93
17;123;31;88;138;35
104;8;128;83;13;61
138;27;82;89;35;141
85;78;35;121;11;33
99;57;41;90;23;55
60;95;131;75;22;118
103;31;7;72;72;144
119;53;59;35;67;113
18;46;16;112;101;120
47;130;131;43;36;123
73;35;68;47;138;62
32;97;89;35;40;149
134;27;80;60;9;104
59;139;146;71;53;12
101;131;34;98;99;117
116;117;148;47;113;69
96;62;138;138;141;55
6;108;42;68;78;62
23;24;130;28;94;33
124;41;25;110;85;105
36;99;25;32;27;20
14;45;21;20;73;127
91;54;105;31;99;97
71;86;37;70;51;75
10;122;51;93;99;17
99;64;126;41;78;100
142;66;107;123;66;68
53;24;136;140;45;68
112;145;94;28;60;32
113;43;89;47;11;135
49;115;77;78;30;39
114;105;90;68;26;78
131;100;145;2;46;40
74;10;89;14;115;145
102;122;146;86;59;120
114;43;66;28;145;3
47;146;84;54;31;106
78;110;63;54;134;10
5;19;75;54;88;80
145;141;118;83;28;78
55;67;88;76;76;117
124;86;35;87;66;137
38;115;15;111;22;66
92;34;150;9;142;20
124;33;77;138;131;52
150;90;1;33;28;66
36;34;23;89;131;124
2;66;77;116;4;72
102;12;17;106;54;95
142;134;103;103;90;111
76;23;111;92;14;6
119;123;34;46;36;107
104;42;36;131;147;48
25;73;139;111;26;89
56;144;42;142;83;115
134;50;107;52;116;36
107;91;59;73;91;144
92;33;20;80;69;30
72;83;59;94;77;52
117;79;86;9;58;119
72;79;81;42;89;149
58;135;96;148;59;28
76;18;31;54;75;107
98;149;19;132;3;23
131;72;35;91;138;42
72;133;17;60;84;119
116;99;118;142;67;57
17;24;148;23;147;149
32;119;83;58;17;16
35;76;140;95;110;88
9;107;64;40;55;110
18;59;2;93;66;32
111;34;99;140;108;22
38;32;143;87;57;73
10;50;93;89;35;66
81;88;133;144;128;8
120;58;133;31;30;98
107;130;16;136;26;67
55;54;119;18;69;6
3;85;131;124;31;149
21;128;29;56;107;24
46;69;59;147;59;134
68;86;51;37;102;27
82;12;15;99;129;83
46;70;14;71;37;31
37;62;7;92;6;117
107;149;41;27;146;133
130;70;102;12;55;59
69;6;60;6;34;85
8;16;139;38;121;34
128;40;102;55;69;97
121;91;84;29;22;80
146;92;2;26;45;80
95;77;112;131;7;12
137;27;142;66;98;13
89;111;89;120;38;141
125;117;38;34;57;126
144;141;100;63;82;143
41;47;105;7;4;3
39;91;112;107;123;36
9;126;119;69;8;123
30;50;124;123;83;18
36;102;23;31;120;11
64;123;47;94;9;40
12;78;124;66;16;108
43;57;122;148;98;46
7;70;3;18;142;69
119;7;2;11;22;138
136;139;53;2;18;112
59;50;19;128;3;93
145;33;21;131;145;11
97;63;143;110;119;22
68;25;2;25;80;3
68;3;108;138;23;72
50;134;70;62;70;140
119;125;149;76;132;4
91;36;68;44;16;140
64;49;26;26;69;139
57;62;71;67;91;57
64;150;55;9;6;108
98;139;133;140;144;40
45;121;128;57;143;66
74;9;105;100;7;49
136;104;2;96;9;73
114;46;73;121;99;42
147;14;50;67;43;25
68;121;60;32;60;12
126;99;5;15;145;132
69;19;5;126;15;35
112;77;30;69;39;84
70;7;127;10;15;20
6;130;63;131;73;69
69;99;88;117;11;72
73;149;125;123;93;9
104;117;54;32;85;133
147;128;65;132;40;133
140;143;103;24;20;33
12;117;8;39;28;65
8;108;26;85;61;147
77;34;114;150;84;73
146;95;80;52;56;109
50;148;22;29;129;49
78;135;2;49;84;142
21;77;30;142;22;145
129;41;121;73;16;83
36;65;52;36;27;132
7;56;2;147;89;101
16;21;137;83;79;36
57;30;64;96;132;33
84;8;125;119;24;126
130;43;33;37;69;13
41;110;68;91;15;47
105;108;51;129;23;56
133;81;16;2;106;68
128;76;131;146;26;102
123;101;61;56;82;73
142;127;84;57;61;2
57;148;88;146;1;144
91;80;133;1;102;139
125;129;38;78;69;127
12;96;85;141;11;93
7;147;97;79;17;112
143;54;84;68;121;95
129;134;118;48;2;39
1;37;86;58;63;129
95;104;15;113;132;37
84;81;94;103;122;118
145;37;132;19;24;148
81;84;11;24;112;118
26;135;98;146;91;103
27;132;41;63;20;39
50;131;123;18;93;110
68;34;13;108;45;28
35;54;119;96;4;52
19;39;65;131;35;117
17;83;108;103;138;68
77;75;55;3;47;107
100;146;68;103;23;32
93;11;20;3;38;76
100;7;27;55;142;129
129;119;96;106;27;1
78;110;75;14;60;102
41;112;113;53;48;15
95;25;8;56;132;78
14;85;124;138;34;19
109;57;99;71;120;89
124;107;19;86;32;61
61;11;95;2;134;113
15;127;122;75;73;19
22;7;17;37;128;90
59;98;40;1;20;39
98;140;45;111;63;66
2;59;2;22;65;97
143;104;111;50;61;135
55;122;135;135;117;12
82;109;62;108;122;25
86;6;7;73;102;133
123;106;97;123;45;106
23;10;63;127;92;12
121;13;58;17;1;77
24;134;63;145;132;120
49;92;2;99;14;35
51;55;37;104;86;30
95;145;103;35;115;68
38;9;148;50;112;14
148;126;92;53;133;104
30;119;47;103;94;55
122;25;59;78;145;103
122;73;63;110;42;129
22;89;73;20;43;20
37;16;46;118;91;134
125;83;100;100;137;140
120;8;129;130;8;98
6;36;82;100;150;83
70;104;103;41;24;35
118;31;115;89;145;98
34;96;120;39;5;137
94;44;117;6;75;74
110;61;42;79;41;11
102;107;88;34;63;71
39;80;37;122;23;104
61;103;58;93;13;130
50;81;34;47;114;57
84;135;58;5;43;124
48;22;47;43;70;33
7;40;14;83;37;105
76;102;144;23;70;89
148;2;72;10;109;128
126;85;104;79;51;30
26;62;80;100;51;68
131;74;66;40;34;18
69;69;131;32;33;138
129;100;113;128;6;62
47;74;102;9;76;3
25;144;123;99;138;39
122;37;14;111;109;32
61;63;66;142;67;125
101;130;124;34;20;68
118;34;6;21;29;26
17;120;112;118;49;34
19;58;18;136;133;50
13;15;124;92;92;45
44;147;88;8;124;130
61;66;66;30;65;147
39;95;11;80;120;147
6;95;32;35;67;28
59;20;25;96;22;116
55;109;58;36;125;106
68;99;149;73;82;71
16;25;78;15;135;3
88;146;99;27;139;114
142;91;36;93;14;9
150;121;111;105;55;143
139;111;44;6;4;65
21;19;125;116;56;120
104;129;40;35;10;112
3;21;66;73;8;4
143;9;70;57;24;69
32;62;34;142;19;116
9;48;14;59;72;98
88;119;61;102;93;135
145;132;138;119;35;2
82;67;150;120;3;14
46;12;43;6;97;113
125;21;112;149;142;112
56;89;1;15;144;17
78;107;50;99;119;44
47;33;55;150;61;64
99;106;47;98;99;35
91;5;90;55;48;54
17;72;126;17;62;85
130;36;147;57;53;125
115;39;147;32;16;145
17;24;104;124;13;131
56;132;31;3;108;3
99;95;18;62;94;58
42;93;81;42;101;41
82;124;46;123;135;108
113;105;137;136;25;55
24;51;116;50;15;10
43;30;41;148;72;137
36;103;135;77;62;65
30;6;45;138;69;41
125;111;117;21;36;3
40;104;138;141;121;62
5;89;19;102;113;20
61;108;20;83;18;43
31;10;23;133;85;39
144;123;110;106;62;95
116;84;70;85;60;47
111;75;106;118;1;87
5;106;113;107;136;124
82;9;117;113;144;123
143;37;146;118;146;80
88;75;45;88;120;12
6;47;111;38;128;137
147;76;20;57;31;49
116;114;15;70;122;92
96;122;94;88;27;82
51;72;135;147;142;46
120;109;71;61;12;15
22;105;77;52;84;111
3;29;108;112;62;58
12;133;113;53;146;13
32;15;59;48;10;150
134;125;71;109;24;101
4;18;119;128;80;125
